timestamp_recepcion,device_id,timestamp_esp32,rtc_timestamp,datetime_rtc,rtc_datetime_esp32,reading_number,sequence,temperature,ph,turbidity,tds,sensor_status,valid,health_score,rssi,free_heap
2025-07-24T12:13:52.213313,ESP32_WaterMonitor,7087,1753357921,2025-07-24 06:52:01,2025-07-24 06:52:01,8,35,0,1.75,2186,0,0,17,True,100,-30,112580
2025-07-24T12:13:52.395747,ESP32_WaterMonitor,7087,1753357979,2025-07-24 06:52:59,2025-07-24 06:52:59,9,35,0,1.725500107,2192,0,0,17,True,100,-29,110004
2025-07-24T12:13:52.599854,ESP32_WaterMonitor,7087,1753358021,2025-07-24 06:53:41,2025-07-24 06:53:41,10,35,0,1.757000089,2192,0,0,17,True,100,-29,108616
2025-07-24T12:13:52.601973,ESP32_WaterMonitor,7097,1753358078,2025-07-24 06:54:38,2025-07-24 06:54:38,11,35,0,1.715000033,0,0,0,81,True,100,-29,106484
2025-07-24T12:13:52.726117,ESP32_WaterMonitor,7087,1753358121,2025-07-24 06:55:21,2025-07-24 06:55:21,12,35,0,1.739500046,2198,0,0,17,True,100,-30,110212
2025-07-24T12:13:52.926069,ESP32_WaterMonitor,7097,1753358178,2025-07-24 06:56:18,2025-07-24 06:56:18,13,35,0,1.743000031,0,0,0,81,True,100,-28,108616
2025-07-24T12:13:53.130256,ESP32_WaterMonitor,7087,1753358220,2025-07-24 06:57:00,2025-07-24 06:57:00,14,35,0,1.732500076,2198,0,0,17,True,100,-29,106484
2025-07-24T12:13:53.131447,ESP32_WaterMonitor,7087,1753358278,2025-07-24 06:57:58,2025-07-24 06:57:58,15,35,0,1.739500046,2196,0,0,17,True,100,-28,104900
2025-07-24T12:13:53.232266,ESP32_WaterMonitor,7087,1753358320,2025-07-24 06:58:40,2025-07-24 06:58:40,16,35,0,1.757000089,2192,0,0,17,True,100,-28,103856
2025-07-24T12:13:53.349182,ESP32_WaterMonitor,7087,1753358377,2025-07-24 06:59:37,2025-07-24 06:59:37,17,35,0,1.746500015,2196,0,0,17,True,100,-30,108616
2025-07-24T12:13:53.513013,ESP32_WaterMonitor,7086,1753358419,2025-07-24 07:00:19,2025-07-24 07:00:19,18,35,0,1.753499985,2188,0,0,17,True,100,-29,107032
2025-07-24T12:13:53.643973,ESP32_WaterMonitor,7086,1753358477,2025-07-24 07:01:17,2025-07-24 07:01:17,19,35,0,1.711500049,2196,0,0,17,True,100,-29,105448
2025-07-24T12:13:53.725542,ESP32_WaterMonitor,7086,1753358519,2025-07-24 07:01:59,2025-07-24 07:01:59,20,35,0,1.743000031,2194,0,0,17,True,100,-28,110212
2025-07-24T12:13:53.850983,ESP32_WaterMonitor,7087,1753358576,2025-07-24 07:02:56,2025-07-24 07:02:56,21,35,0,1.771000028,2190,0,0,17,True,100,-28,108616
2025-07-24T12:13:54.034531,ESP32_WaterMonitor,7087,1753358618,2025-07-24 07:03:38,2025-07-24 07:03:38,22,35,0,1.757000089,2184,0,0,17,True,100,-29,107032
2025-07-24T12:13:54.237971,ESP32_WaterMonitor,7087,1753358676,2025-07-24 07:04:36,2025-07-24 07:04:36,23,35,0,1.760500073,2186,0,0,17,True,100,-30,105448
2025-07-24T12:13:54.239861,ESP32_WaterMonitor,7087,1753358718,2025-07-24 07:05:18,2025-07-24 07:05:18,24,35,0,1.764000058,2190,0,0,17,True,100,-29,103308
2025-07-24T12:13:54.358152,ESP32_WaterMonitor,7087,1753358775,2025-07-24 07:06:15,2025-07-24 07:06:15,25,35,0,1.781499982,2188,0,0,17,True,100,-30,102272
2025-07-24T12:13:54.546504,ESP32_WaterMonitor,7087,1753358818,2025-07-24 07:06:58,2025-07-24 07:06:58,26,35,0,1.757000089,2192,0,0,17,True,100,-28,100688
2025-07-24T12:13:54.648053,ESP32_WaterMonitor,7087,1753358875,2025-07-24 07:07:55,2025-07-24 07:07:55,27,35,0,1.764000058,2186,0,0,17,True,100,-29,99104
2025-07-24T12:13:55.566398,ESP32_WaterMonitor,7087,1753358917,2025-07-24 07:08:37,2025-07-24 07:08:37,28,35,0,1.760500073,2188,0,0,17,True,100,-28,97520
2025-07-24T12:13:55.695789,ESP32_WaterMonitor,7087,1753358975,2025-07-24 07:09:35,2025-07-24 07:09:35,29,35,0,1.760500073,2184,0,0,17,True,100,-29,110212
2025-07-24T12:13:55.904916,ESP32_WaterMonitor,7087,1753359017,2025-07-24 07:10:17,2025-07-24 07:10:17,30,35,0,1.746500015,2178,0,0,17,True,100,-28,110212
2025-07-24T12:13:55.977181,ESP32_WaterMonitor,7087,1753359074,2025-07-24 07:11:14,2025-07-24 07:11:14,31,35,0,1.729000092,2190,0,0,17,True,100,-29,108068
2025-07-24T12:13:56.076234,ESP32_WaterMonitor,7087,1753359116,2025-07-24 07:11:56,2025-07-24 07:11:56,32,35,0,1.743000031,2180,0,0,17,True,100,-29,108628
2025-07-24T12:13:56.201809,ESP32_WaterMonitor,7087,1753359174,2025-07-24 07:12:54,2025-07-24 07:12:54,33,35,0,1.764000058,2184,0,0,17,True,100,-29,110212
2025-07-24T12:13:56.391370,ESP32_WaterMonitor,7087,1753359216,2025-07-24 07:13:36,2025-07-24 07:13:36,34,35,0,1.781499982,2184,0,0,17,True,100,-30,108616
2025-07-24T18:11:29.219065,ESP32_WaterMonitor,7139,1704067381,2023-12-31 19:03:01,2024-01-01 00:03:01,1,3,0,1.788500071,2076,12.28071404,0,1,True,100,-44,129268
2025-07-24T18:11:29.316768,ESP32_WaterMonitor,6982,1704067423,2023-12-31 19:03:43,2024-01-01 00:03:43,2,3,0,1.781499982,2064,10.92263126,0,1,True,100,-43,126900
2025-07-25T02:49:51.352557,ESP32_WaterMonitor,2669,1753411112,2025-07-24 21:38:32,2025-07-25 02:38:32,1,17,20.5,4.605999947,1035.294189,8.261523247,16.52304649,0,True,100,-38,128388
2025-07-25T02:49:51.453431,ESP32_WaterMonitor,2491,1753411149,2025-07-24 21:39:09,2025-07-25 02:39:09,2,17,20.4375,4.598999977,1137.254883,8.272848129,16.54569626,0,True,100,-42,126020
2025-07-25T02:49:51.562836,ESP32_WaterMonitor,2513,1753411202,2025-07-24 21:40:02,2025-07-25 02:40:02,3,17,20.5,4.605999947,1146.078369,8.261523247,16.52304649,0,True,100,-38,123308
2025-07-25T02:49:51.693068,ESP32_WaterMonitor,2513,1753411240,2025-07-24 21:40:40,2025-07-25 02:40:40,4,17,20.5,4.602499962,1138.235229,12.74300098,25.48600197,0,True,100,-37,121144
2025-07-25T02:49:51.860302,ESP32_WaterMonitor,2490,1753411292,2025-07-24 21:41:32,2025-07-25 02:41:32,5,17,20.5,4.602499962,1136.274414,8.261523247,16.52304649,0,True,100,-38,118776
2025-07-25T02:49:51.958025,ESP32_WaterMonitor,2491,1753411330,2025-07-24 21:42:10,2025-07-25 02:42:10,6,17,20.5,4.602499962,1137.254883,8.261523247,16.52304649,0,True,100,-34,116412
2025-07-25T02:49:52.080585,ESP32_WaterMonitor,2491,1753411383,2025-07-24 21:43:03,2025-07-25 02:43:03,7,17,20.5,4.598999977,1137.254883,8.261523247,16.52304649,0,True,100,-34,114044
2025-07-25T02:49:52.269541,ESP32_WaterMonitor,2490,1753411420,2025-07-24 21:43:40,2025-07-25 02:43:40,8,17,20.5,4.598999977,1138.235229,8.261523247,16.52304649,0,True,100,-34,111676
2025-07-25T02:49:52.362547,ESP32_WaterMonitor,2491,1753411473,2025-07-24 21:44:33,2025-07-25 02:44:33,9,17,20.4375,4.602499962,1136.274414,9.021990776,18.04398155,0,True,100,-36,109308
2025-07-25T02:49:52.464049,ESP32_WaterMonitor,2491,1753411511,2025-07-24 21:45:11,2025-07-25 02:45:11,10,17,20.4375,4.602499962,1136.274414,8.272848129,16.54569626,0,True,100,-36,107716
2025-07-25T02:49:52.601546,ESP32_WaterMonitor,2490,1753411564,2025-07-24 21:46:04,2025-07-25 02:46:04,11,17,20.4375,4.595499992,1134.313721,8.272848129,16.54569626,0,True,100,-38,109308
2025-07-25T02:49:52.795830,ESP32_WaterMonitor,2491,1753411601,2025-07-24 21:46:41,2025-07-25 02:46:41,12,17,20.375,4.595499992,1136.274414,8.284201622,16.56840324,0,True,100,-38,107716
2025-07-25T02:49:52.879023,ESP32_WaterMonitor,2513,1753411654,2025-07-24 21:47:34,2025-07-25 02:47:34,13,17,20.4375,4.602499962,1128.431274,8.272848129,16.54569626,0,True,100,-39,106136
2025-07-25T02:49:52.981628,ESP32_WaterMonitor,2490,1753411692,2025-07-24 21:48:12,2025-07-25 02:48:12,14,17,20.4375,4.592000008,1131.372559,8.272848129,16.54569626,0,True,100,-39,104548
2025-07-25T02:49:53.114098,ESP32_WaterMonitor,2491,1753411744,2025-07-24 21:49:04,2025-07-25 02:49:04,15,17,20.4375,4.598999977,1130.392212,8.272848129,16.54569626,0,True,100,-41,102964
2025-07-25T02:49:53.301238,ESP32_WaterMonitor,2491,1753411782,2025-07-24 21:49:42,2025-07-25 02:49:42,16,17,20.4375,4.598999977,1129.411743,9.021990776,18.04398155,0,True,100,-39,109312
2025-07-25T07:57:22.784361,ESP32_WaterMonitor,2669,1753428987,2025-07-25 02:36:27,2025-07-25 07:36:27,1,29,17.1875,4.71449995,1107.84314,2.436214209,4.872428417,0,True,100,-31,127768
2025-07-25T07:57:22.920204,ESP32_WaterMonitor,2516,1753429025,2025-07-25 02:37:05,2025-07-25 07:37:05,2,29,17.1875,4.710999966,1096.078369,2.436214209,4.872428417,0,True,100,-30,125400
2025-07-25T07:57:23.037086,ESP32_WaterMonitor,2492,1753429077,2025-07-25 02:37:57,2025-07-25 07:37:57,3,29,17.125,4.700500011,1100.980347,2.439825058,4.879650116,0,True,100,-31,123040
2025-07-25T07:57:23.170557,ESP32_WaterMonitor,2503,1753429115,2025-07-25 02:38:35,2025-07-25 07:38:35,4,29,17.1875,4.690000057,1100.980347,2.436214209,4.872428417,0,True,100,-31,120672
2025-07-25T07:57:23.299425,ESP32_WaterMonitor,2492,1753429168,2025-07-25 02:39:28,2025-07-25 07:39:28,5,29,17.1875,4.693500042,1101.960815,2.436214209,4.872428417,0,True,100,-35,118304
2025-07-25T07:57:23.424388,ESP32_WaterMonitor,2492,1753429205,2025-07-25 02:40:05,2025-07-25 07:40:05,6,29,17.1875,4.669000149,1101.960815,2.436214209,4.872428417,0,True,100,-30,115936
2025-07-25T07:57:23.555878,ESP32_WaterMonitor,2514,1753429258,2025-07-25 02:40:58,2025-07-25 07:40:58,7,29,17.25,4.665500164,1104.901978,2.432614088,4.865228176,0,True,100,-31,113568
2025-07-25T07:57:23.688123,ESP32_WaterMonitor,2492,1753429296,2025-07-25 02:41:36,2025-07-25 07:41:36,8,29,17.125,4.662000179,1100.980347,2.439825058,4.879650116,0,True,100,-31,111200
2025-07-25T07:57:23.813094,ESP32_WaterMonitor,2516,1753429349,2025-07-25 02:42:29,2025-07-25 07:42:29,9,29,17.1875,4.665500164,1099.019653,2.436214209,4.872428417,0,True,100,-30,108832
2025-07-25T07:57:23.939578,ESP32_WaterMonitor,2492,1753429386,2025-07-25 02:43:06,2025-07-25 07:43:06,10,29,17.1875,4.662000179,1108.823486,2.436214209,4.872428417,0,True,100,-30,107240
2025-07-25T07:57:24.071553,ESP32_WaterMonitor,2492,1753429439,2025-07-25 02:43:59,2025-07-25 07:43:59,11,29,17.1875,4.662000179,1101.960815,2.436214209,4.872428417,0,True,100,-30,108832
2025-07-25T07:57:24.201417,ESP32_WaterMonitor,2515,1753429477,2025-07-25 02:44:37,2025-07-25 07:44:37,12,29,17.25,4.658499718,1101.960815,2.432614088,4.865228176,0,True,100,-30,107240
2025-07-25T07:57:24.333236,ESP32_WaterMonitor,2492,1753429529,2025-07-25 02:45:29,2025-07-25 07:45:29,13,29,17.25,4.662000179,1081.372559,2.432614088,4.865228176,0,True,100,-31,105656
2025-07-25T07:57:24.456883,ESP32_WaterMonitor,2503,1753429567,2025-07-25 02:46:07,2025-07-25 07:46:07,14,29,17.25,4.665500164,1065.686157,2.432614088,4.865228176,0,True,100,-31,104072
2025-07-25T07:57:24.590920,ESP32_WaterMonitor,2492,1753429620,2025-07-25 02:47:00,2025-07-25 07:47:00,15,29,17.25,4.651500225,1087.254883,2.432614088,4.865228176,0,True,100,-31,108832
2025-07-25T07:57:24.719932,ESP32_WaterMonitor,2492,1753429657,2025-07-25 02:47:37,2025-07-25 07:47:37,16,29,17.25,4.658499718,1083.333252,3.24234581,6.48469162,0,True,100,-32,107240
2025-07-25T07:57:24.849289,ESP32_WaterMonitor,2503,1753429710,2025-07-25 02:48:30,2025-07-25 07:48:30,17,29,17.25,4.65500021,1085.294189,3.24234581,6.48469162,0,True,100,-32,105656
2025-07-25T07:57:24.974451,ESP32_WaterMonitor,2492,1753429748,2025-07-25 02:49:08,2025-07-25 07:49:08,18,29,17.25,4.65500021,1078.431274,1.622312427,3.244624853,0,True,100,-32,104072
2025-07-25T07:57:25.110388,ESP32_WaterMonitor,2514,1753429801,2025-07-25 02:50:01,2025-07-25 07:50:01,19,29,17.3125,4.658499718,1082.352905,3.237563372,6.475126743,0,True,100,-32,102488
2025-07-25T07:57:25.234481,ESP32_WaterMonitor,2492,1753429838,2025-07-25 02:50:38,2025-07-25 07:50:38,20,29,17.3125,4.644500256,1082.352905,2.429024696,4.858049393,0,True,100,-32,108832
2025-07-25T07:57:25.368769,ESP32_WaterMonitor,2516,1753429891,2025-07-25 02:51:31,2025-07-25 07:51:31,21,29,17.25,4.662000179,1099.019653,3.24234581,6.48469162,0,True,100,-31,107240
2025-07-25T07:57:25.493389,ESP32_WaterMonitor,2492,1753429929,2025-07-25 02:52:09,2025-07-25 07:52:09,22,29,17.25,4.658499718,1101.960815,3.24234581,6.48469162,0,True,100,-32,105656
2025-07-25T07:57:25.624265,ESP32_WaterMonitor,2492,1753429982,2025-07-25 02:53:02,2025-07-25 07:53:02,23,29,17.3125,4.65500021,1102.941162,2.429024696,4.858049393,0,True,100,-32,104072
2025-07-25T07:57:25.753025,ESP32_WaterMonitor,2503,1753430019,2025-07-25 02:53:39,2025-07-25 07:53:39,24,29,17.3125,4.65500021,1101.960815,2.429024696,4.858049393,0,True,100,-32,102488
2025-07-25T07:57:25.883462,ESP32_WaterMonitor,2492,1753430072,2025-07-25 02:54:32,2025-07-25 07:54:32,25,29,17.3125,4.65500021,1097.058838,2.429024696,4.858049393,0,True,100,-32,100904
2025-07-25T07:57:26.008869,ESP32_WaterMonitor,2514,1753430110,2025-07-25 02:55:10,2025-07-25 07:55:10,26,29,17.3125,4.65500021,1099.019653,3.237563372,6.475126743,0,True,100,-32,99320
2025-07-25T07:57:26.139818,ESP32_WaterMonitor,2492,1753430162,2025-07-25 02:56:02,2025-07-25 07:56:02,27,29,17.25,4.672500134,1097.058838,2.432614088,4.865228176,0,True,100,-31,97736
2025-07-25T07:57:27.142130,ESP32_WaterMonitor,2503,1753430200,2025-07-25 02:56:40,2025-07-25 07:56:40,28,29,17.3125,4.672500134,1050,2.429024696,4.858049393,0,True,100,-32,96152
2025-08-01T09:40:01.723525,ESP32_WaterMonitor,2679,1754041061,2025-08-01 04:37:41,2025-08-01 09:37:41,1,5,28,0,901.9608154,0,0,16,True,100,-33,128216
2025-08-01T09:40:01.813585,ESP32_WaterMonitor,2502,1754041099,2025-08-01 04:38:19,2025-08-01 09:38:19,2,5,28.0625,0,901.9608154,0,0,16,True,100,-32,128216
2025-08-01T09:40:01.943200,ESP32_WaterMonitor,2501,1754041152,2025-08-01 04:39:12,2025-08-01 09:39:12,3,5,28.0625,0,1040.196045,0,0,16,True,100,-33,123480
2025-08-01T09:40:02.070101,ESP32_WaterMonitor,2501,1754041189,2025-08-01 04:39:49,2025-08-01 09:39:49,4,5,28.125,0,1105.882324,0,0,16,True,100,-32,121112
2025-08-01T09:48:51.595578,ESP32_WaterMonitor,2679,1754041061,2025-08-01 04:37:41,2025-08-01 09:37:41,1,14,28,0,901.9608154,0,0,16,True,100,-41,128332
2025-08-01T09:48:51.723767,ESP32_WaterMonitor,2502,1754041099,2025-08-01 04:38:19,2025-08-01 09:38:19,2,14,28.0625,0,901.9608154,0,0,16,True,100,-41,125964
2025-08-01T09:48:51.850400,ESP32_WaterMonitor,2501,1754041152,2025-08-01 04:39:12,2025-08-01 09:39:12,3,14,28.0625,0,1040.196045,0,0,16,True,100,-42,123592
2025-08-01T09:48:51.978141,ESP32_WaterMonitor,2501,1754041189,2025-08-01 04:39:49,2025-08-01 09:39:49,4,14,28.125,0,1105.882324,0,0,16,True,100,-43,121224
2025-08-01T09:48:52.103488,ESP32_WaterMonitor,2502,1754041235,2025-08-01 04:40:35,2025-08-01 09:40:35,5,14,28.125,0,901.9608154,0,0,16,True,100,-44,118856
2025-08-01T09:48:52.226819,ESP32_WaterMonitor,2502,1754041273,2025-08-01 04:41:13,2025-08-01 09:41:13,6,14,28.1875,0,901.9608154,0,0,16,True,100,-45,116488
2025-08-01T09:48:52.360280,ESP32_WaterMonitor,2502,1754041372,2025-08-01 04:42:52,2025-08-01 09:42:52,7,14,28.25,0,901.9608154,0,0,16,True,100,-45,114120
2025-08-01T09:48:52.486087,ESP32_WaterMonitor,2502,1754041410,2025-08-01 04:43:30,2025-08-01 09:43:30,8,14,28.3125,0,901.9608154,0,0,16,True,100,-45,111752
2025-08-01T09:48:52.611504,ESP32_WaterMonitor,2502,1754041509,2025-08-01 04:45:09,2025-08-01 09:45:09,9,14,28.375,0,901.9608154,0,0,16,True,100,-44,109384
2025-08-01T09:48:52.737457,ESP32_WaterMonitor,2502,1754041546,2025-08-01 04:45:46,2025-08-01 09:45:46,10,14,28.4375,0,901.9608154,0,0,16,True,100,-44,107792
2025-08-01T09:48:52.861682,ESP32_WaterMonitor,2502,1754041646,2025-08-01 04:47:26,2025-08-01 09:47:26,11,14,28.5,0,901.9608154,0,0,16,True,100,-44,109384
2025-08-01T09:48:52.995253,ESP32_WaterMonitor,2502,1754041683,2025-08-01 04:48:03,2025-08-01 09:48:03,12,14,28.5625,0,901.9608154,0,0,16,True,100,-44,107792
